"GSM3433436"	"GSM3433437"	"GSM3433438"	"GSM3433439"
"TTC12"	18.25892	24.20885	5.970211	32.47937
"FLJ20152"	191.3562	288.5598	173.1349	195.966
"MGC33887"	29.88859	23.50855	286.613	266.0854
"SEC8L1"	1820.214	1418.192	1422.465	1543.645
"IHPK3"	50.2585	77.27443	41.02562	92.27589
"CCNL2"	19.89026	10.77957	25.21449	39.35534
"FAM78B"	38.001	21.72458	8.891048	35.05381
"FLJ10996"	58.81421	83.70481	25.9637	87.39136
"PIGR"	36.96631	45.34913	29.28554	69.17961
"TRPS1"	71.77051	62.69313	187.009	294.4853
"RPL26"	12107.48	12543.94	12621.29	13209.77
"RPL38"	34884.58	18911.48	21629.84	26626.07
"EIF2B4"	4819.795	4176.509	3315.273	3575.553
"SLC25A22"	770.235	495.5329	340.4178	222.7426
"eIF2A"	800.2378	832.7726	1562.277	1441.309
"FLJ44290"	41.3217	23.17652	85.61509	154.8084
"GBP2"	3474.754	2655.163	3149.887	3492.208
"ATP6V0D1"	6509.143	6832.839	2065.192	1819.02
"PLA2G4D"	2.753722	1.533141	-5.812068	21.2167
"VAMP4"	239.3756	308.2443	418.0044	431.0778
"RAI16"	642.0131	627.6816	310.9321	543.8757
"SLC4A8"	21.29095	26.3937	27.73094	67.27515
"TMEM19"	88.61553	118.438	180.3567	179.0366
"PTPN5"	28.44005	47.62013	15.75563	47.75164
"SUSD4"	28.87966	62.46171	9.210185	54.33653
"ZNF491"	106.8274	87.41714	85.77829	138.0459
"MAPK4"	59.86309	59.13022	57.37807	102.0821
"TMEM57"	249.5075	304.7577	180.2671	240.7017
"FLJ46072"	835.2794	447.2733	358.3462	418.0912
"MAN1A1"	145.2774	130.6704	494.9943	344.3872
"ARIH2"	2683.108	2126.782	1928.659	2223.638
"LRCH4"	69.93636	57.86648	101.2225	164.1833
"H1F0"	34.66949	47.56623	20.89847	57.54952
"DIP13B"	1222	1300.475	851.3069	814.4644
"FLJ39660"	27.74007	20.76539	7.241646	41.82391
"DRD1"	15.78164	19.17108	-5.408288	31.08678
"ZMAT5"	339.7654	507.5918	143.6483	185.7897
"TBX15"	28.21325	26.02794	7.501942	56.80527
"OR1J1"	40.55642	34.39859	0.1185794	37.9433
"OR13C3"	30.4666	20.01722	13.74901	50.64744
"PTPRR"	79.26363	120.6065	141.1864	100.3325
"FLJ20366"	125.3638	187.4256	98.4756	357.3828
"TUBAL3"	5.840893	8.348367	4.4179	29.04964
"MLR2"	63.85964	51.81694	306.9445	491.9488
"ZNF311"	110.0563	147.0824	128.4807	164.6743
"NFE2L1"	2992.311	1688.059	1692.9	1986.963
"MRPL46"	2113.807	2531.324	950.9095	792.634
"ATP5C1"	16835.69	14744.44	11390.07	9894.945
"N-PAC"	955.5585	913.0953	1061.85	1029.181
"IMPA1"	263.94	395.4052	877.4144	1219.469
"CCT4"	663.2043	834.5015	440.9329	463.4766
"IQGAP2"	55.02835	50.44136	47.17674	82.45773
"CAT"	2794.308	2804.399	2424.056	2139.793
"BICD1"	114.2689	135.6939	239.1773	408.1927
"FLJ14397"	11.3791	11.7643	31.18594	54.29246
"PSMD11"	229.3935	252.2974	132.7175	169.9416
"C1RL"	594.1376	611.1381	512.3518	449.2219
"PCOLCE"	359.853	315.8106	169.9562	203.097
"RASGRP1"	46.5904	236.8505	271.9667	1312.749
"PTPN2"	137.6095	195.1559	235.2057	230.3112
"RPH3A"	14.74536	25.26012	16.85896	47.92728
"LPIN2"	341.9486	244.8815	322.3698	274.0013
"NCK1"	508.1082	507.4507	1454.221	1347.66
"C8orf70"	326.0279	226.4539	498.8251	617.7565
"MFI2"	857.1959	1056.43	510.9746	433.2445
"KCNH6"	55.66841	61.8252	36.08687	63.53951
"IFNA4"	14.70034	12.7948	-2.231269	23.17774
"IFNA1"	-7.463123	-3.11184	-7.421423	33.08442
"CTF1"	191.4026	188.3702	82.82019	94.90335
"TRIAP1"	1072.124	1377.968	1084.314	1484.828
"MAPK8IP3"	309.7846	270.2717	226.1788	286.7563
"MMP20"	8.789548	4.82343	-6.936364	33.31972
"PRKAA2"	20.56479	34.69773	53.11049	53.56503
"SIM2"	30.05388	34.3098	33.30932	64.19726
"MAPKAP1"	276.841	379.1197	157.4076	200.8628
"PITX2"	7.525419	16.08391	1.4698	40.54194
"PIR"	1065.823	1225.441	824.6205	999.0729
"FAH"	992.6641	1220.228	441.067	303.2994
"ABCC4"	190.3195	260.0222	344.8942	284.0045
"RLN3"	1.032195	4.268833	1.580725	31.36791
"POLL"	66.30302	72.86871	22.30356	49.18526
"RIP"	3143.567	3265.623	2159.911	2010.766
"CTSC"	473.9317	436.9822	281.4456	278.0117
"KLHDC8A"	27.10157	35.81195	32.36407	55.98421
"CLCN5"	238.4343	202.9821	54.6641	85.78852
"VNN1"	180.8919	179.3338	624.8282	412.8966
"TRIM51"	181.8959	163.1289	216.6933	399.6388
"RLF"	82.75071	78.38546	367.3594	432.941
"MAST1"	13.44098	14.96986	14.40663	29.93905
"LRCH3"	149.6838	128.6208	133.6686	135.4149
"CTPS2"	8.794751	14.32405	-1.920914	25.07371
"MSRB2"	7383.165	7621.228	4199.59	4206.774
"MLL3"	41.04937	25.99877	98.95383	112.7196
"EHD4"	881.9228	970.4864	573.9672	1063.637
"C2orf34"	509.1226	467.7097	348.8182	343.6695
"ZNF212"	820.6097	663.1749	729.5228	873.1311
"TTL"	1129.505	729.8046	1031.32	1229.558
"PGLS"	4386.475	5000.989	1846.655	2111.002
"ZNF382"	4.250767	13.81677	4.953986	37.5735
"SLC23A3"	43.68028	30.1013	49.11286	123.5628
"ZBED1"	3555.723	3847.354	2417.576	3250.97
"C20orf155"	3926.172	4464.997	3822.203	4088.827
"SMAP1"	1366.947	1556.524	2024.258	2666.4
"PSG3"	0.4589839	0.1612086	-2.411775	33.92616
"LOC220070"	1.85181	4.899458	-5.192128	24.44313
"LRRN3"	10.68532	14.14566	9.447902	171.7198
"LOC124491"	259.0801	330.6111	239.3874	255.3489
"EP400NL"	4.863699	-1.38383	-2.531968	16.74764
"TLE4"	49.35963	46.40111	22.28628	74.63947
"RNMTL1"	1972.124	2182.759	1015.491	1127.34
"C15orf24"	3119.766	3672.874	1895.575	2258.684
"LACE1"	94.77827	122.7681	76.23824	113.8074
"OR13C4"	19.8131	24.53993	15.84787	52.4806
"OR4A16"	6.436822	11.17179	6.371439	36.58811
"MRPL49"	5102.211	5029.675	2326.226	2624.656
"PPP3CC"	1176.246	1339.665	662.039	695.751
"HLF"	-0.2866373	8.467397	2.531149	31.46525
"NOS2A"	5.291461	1.06314	-5.099038	16.17008
"DLEU7"	6.34552	5.221547	0.875158	18.89668
"RGS12"	21.14686	32.37047	6.76888	53.88306
"CAPN3"	10.38428	9.592624	-1.836819	28.91653
"PFKFB3"	99.73082	96.9296	88.39486	132.5542
"GJB6"	28.62951	24.24111	11.93255	57.37993
"FUCA1"	3295.325	3296.949	2117.326	1741.616
"SNAPAP"	690.4229	619.5462	396.2239	420.8568
"RAP2B"	36.02971	40.27414	105.8688	120.667
"GMEB1"	268.6828	302.2063	105.8102	208.2599
"ASB4"	34.02794	19.87142	22.82926	65.95434
"DUX1"	7.654445	6.50262	-4.272521	43.21428
"SAFB2"	903.3311	716.5428	1090.623	1074.817
"SKIP"	39.23117	26.10881	23.5375	66.23473
"PTP4A3"	101.4104	88.0941	24.06416	54.33898
"CST1"	253.8213	392.9594	60.27404	411.5933
"POGZ"	68.18424	55.06552	70.66393	118.1588
"STAG2"	190.5761	79.85043	976.8406	1057.573
"UBQLN1"	2644.575	3057.994	3070.275	3121.093
"TBC1D2B"	833.6788	418.2419	325.1861	238.2531
"MSH4"	-7.666693	5.516862	-0.7579349	40.07256
"GORASP2"	3008.276	3200.34	2136.412	3023.108
"CYP11B1"	13.46794	11.16386	-0.5188025	49.41095
"GAGE7"	15.71931	12.6252	0.6873482	22.64868
"IQGAP1"	843.9316	1162.273	1779.104	1744.448
"SYT1"	10.43505	25.55494	15.9256	60.13704
"PLAA"	380.6442	470.6332	440.6837	574.0347
"KNTC2"	60.69873	52.31874	186.2839	76.71761
"GABRQ"	8.485649	8.841948	5.901264	38.17167
"KIF20A"	249.5067	182.9923	191.7723	82.84868
"C6orf59"	39.16533	22.6723	16.99214	50.58881
"CPT2"	1407.113	1401.991	835.4327	743.0037
"CACHD1"	223.7616	416.7928	317.2176	447.236
"PARP4"	3105.321	2504.006	4277.604	4126.724
"RASGEF1A"	108.7752	82.17041	80.66061	134.2222
"TMEM16D"	2.828768	10.48484	3.13719	38.46489
"SIN3A"	1082.978	780.2695	776.6401	882.2035
"ASH2L"	5509.086	6386.055	3710.905	6332.382
"TMEM128"	86.58263	62.53273	67.66627	74.0367
"Kua"	162.7605	366.8857	116.2598	190.3684
"SNX12"	121.7947	149.8046	63.85071	99.99041
"TAS2R4"	58.16697	48.72972	32.43359	78.48136
"RBM22"	4234.691	3950.318	3455.361	4629.75
"ABCF2"	394.446	475.9701	162.185	165.3725
"NALP5"	3.985015	3.394551	0.6894444	34.70293
"AGBL4"	43.62211	42.72087	22.89368	56.09377
"C1orf163"	383.0232	364.1233	269.031	249.3405
"MRPL18"	3724.686	3159.402	2175.452	1769.845
"ELSPBP1"	492.2729	509.0796	292.2082	382.0865
"MRPL17"	6351.751	7195.937	3566.379	4194.596
"MOGAT1"	15.56295	26.64174	4.170916	44.4638
"HYLS1"	335.4932	446.3389	469.8731	332.8353
"CXorf9"	31.2253	22.74914	14.03637	39.91649
"ABCC13"	1.0622	16.11948	-8.138988	25.98913
"NDUFAB1"	8889.22	10878.86	9174.12	9319.854
"COL24A1"	14.77114	24.26553	34.07861	50.78678
"PNLDC1"	14.41333	19.95838	6.113383	43.63909
"MANSC1"	142.5567	72.65599	57.36262	55.13655
"ANKRD13"	5930.943	4431.732	6323.855	3940.702
"GPR114"	2.610329	5.838848	-9.136908	15.79607
"VPS13D"	343.2984	314.7193	177.234	240.5714
"PCGF3"	58.36561	44.51414	25.11406	59.58928
"GRINA"	1817.577	1544.431	858.7062	854.2154
"PARVB"	109.267	106.0687	148.4704	233.321
"LBX2"	82.55475	101.4928	56.79211	82.47362
"ATG4A"	585.9141	672.0196	665.4793	749.3675
"SLC35C2"	532.4497	515.2798	208.042	247.2452
"C1orf149"	157.1068	188.8161	127.2815	128.3358
"TSHR"	2.320072	8.739012	0.8225675	32.46508
"GJB4"	26.81567	32.63119	15.19667	53.42142
"UCP2"	120.8128	100.9282	31.93795	70.85461
"SENP6"	244.3112	151.7312	702.897	932.7382
"ABRA"	4.858762	9.37631	-0.9717968	37.43701
"G3BP2"	381.7231	495.7108	645.7233	756.0027
"ANKRD43"	4.762121	8.864104	9.229622	35.06551
"SV2A"	322.1296	270.7263	239.9209	366.0509
"DNAJB11"	2827.837	4056.854	4402.975	6017.3
"GPS1"	7240.697	6682.259	3517.899	4017.602
"TSPAN18"	37.80703	93.90852	17.96921	61.29214
"PPARBP"	841.8892	1030.542	1816.856	2295.394
"PARC"	228.2656	207.6683	107.1026	133.9813
"ANXA1"	7059.626	8000.459	16652.17	13451.9
"E2F6"	1267.238	1050.543	834.5196	867.3611
"LOC441476"	32.74707	26.15194	1.472686	43.03486
"VPS29"	4130.202	4946.805	5189.765	4956.063
"ZNRD1"	785.6533	984.5793	341.8533	389.8818
"PDIA5"	869.8409	889.9484	308.2671	486.5385
"ERF"	373.447	248.0171	247.8789	371.8636
"ASNS"	2989.828	3237.995	1174.424	3463.491
"AMY2A"	15.65865	19.97173	3.979061	34.38982
"SLC19A2"	461.491	358.737	295.9758	469.3388
"MASP2"	10.13234	6.926686	-3.161329	31.09991
"VAV2"	574.2536	972.3492	343.9123	673.0452
"DYNC2LI1"	263.0037	245.5016	745.6147	609.3629
"PHOX2B"	20.56832	19.46272	1.688286	38.37585
"KPNA2"	1433.841	1678.934	2688.07	2944.484
"CYP17A1"	407.503	471.9356	271.5313	91.26279
"MTTP"	1.885876	7.761165	-1.192632	41.38576
"SLC9A3R1"	13435	10321.59	7321.81	7070.84
"PRSS8"	123.2187	110.7466	64.10549	136.6595
"NEK2"	18.59515	7.13765	15.54068	17.11377
"TNFRSF6B"	213.413	174.7534	107.2905	168.2608
"GRM2"	82.48064	87.60732	60.83533	88.70585
"CRELD1"	1568.62	1762.187	792.3812	878.4537
"IDH1"	916.3779	872.5884	564.9573	460.04
"C1orf102"	315.8085	439.3084	118.5597	145.2952
"GRIA2"	17.23909	14.91062	-0.6397182	48.44323
"LOC51255"	7544.924	10529.85	2851.978	3206.17
"KCNJ4"	120.4254	104.5928	75.91754	126.3223
"C1GALT1C1"	1234.865	1936.52	2275.566	2125.055
"C9orf10"	2869.079	2169.741	2759.946	2574.639
"RFP2"	287.8092	658.9465	842.8612	1158.157
"SMARCD2"	895.062	627.9493	319.1517	341.5303
"PRY"	-3.681297	-3.938253	-2.750123	22.62126
"SLCO2A1"	6.8874	69.3972	2.846455	38.01572
"FGF8"	15.86445	10.5931	8.972352	39.95903
"MRFAP1"	9660.386	7141.199	6289.139	5735.785
"CEACAM7"	7.821392	19.87731	1.343907	30.22651
"PIGN"	444.404	471.2815	935.1386	938.7357
"RPA4"	14.5823	6.732264	13.13333	43.47432
"C6orf48"	544.0191	413.1741	253.0826	310.6851
"EFHC1"	331.0272	323.4918	412.9796	332.9215
"ZC3H10"	393.2042	428.478	223.3056	253.039
"LOC138255"	16.62283	19.02971	1.489665	27.11997
"PYCRL"	80.70825	147.636	34.57351	82.9531
"WNT5B"	89.22481	290.2753	56.85812	136.0231
"C1orf128"	2805.463	2603.548	1476.509	1202.151
"CEACAM20"	4.848732	13.48893	-9.629025	25.56478
"ARMC1"	678.6478	817.5522	1401.448	1601.593
"WDFY2"	19.94392	46.56969	19.44782	57.81956
"CCDC11"	25.49614	32.47002	74.01042	119.3376
"APBB3"	1313.738	1159.395	843.9512	1363.602
"PRSS27"	27.06309	17.42815	-6.307546	43.12468
"FAM49B"	237.3623	458.9398	573.6284	702.9487
"CPXM2"	1262.674	1022.918	1049.054	987.0796
"MLLT7"	2223.318	1093.899	1377.728	2268.28
"ADAMTS9"	213.5692	133.338	132.6	118.424
"CXorf42"	80.76719	72.18855	52.8868	83.99119
"KIAA1576"	47.3444	48.60216	50.71355	88.62137
"PSG2"	21.73479	16.39079	14.25934	38.17659
"UBL5"	13242.63	12908.49	6379.955	7266.267
"HDHD2"	1466.335	1905.504	2197.042	2194.031
"C10orf125"	209.243	380.9582	72.35542	122.9212
"IRX2"	28.12853	28.46957	20.58256	54.05021
"C9orf157"	29.13772	17.1994	-2.682125	34.73071
"PLS3"	2413.91	2201.51	5132.593	5264.214
"WDR1"	8398.134	6058.874	6010.603	9109.178
"NUSAP1"	282.0864	370.0201	631.3397	226.3375
"NGRN"	6526.063	5611.364	4272.008	4857.8
"CBLN4"	-5.461058	1.978758	6.247868	23.98866
"ATP5I"	13147.39	10873.49	7714.704	8065.12
"FLJ31204"	55.10115	80.39996	47.72878	72.98057
"BCL2L14"	3.529687	18.7202	10.40535	54.20196
"KIAA0251"	63.37717	58.19681	31.14279	59.69258
"KIAA0179"	228.2035	312.7167	207.3894	230.4164
"AVEN"	1957.578	2609.116	2065.346	2706.478
"TFPI"	270.159	335.2017	435.6073	381.4422
"D21S2056E"	20.14686	35.5311	14.29451	32.279
"ZFX"	81.07374	49.2116	156.0307	167.0936
"FLJ37266"	72.65192	40.80019	87.52402	126.5357
"KLHDC7B"	9.549159	14.66582	11.72051	35.14581
"SLC2A10"	477.2227	438.6719	419.9927	625.4431
"C5orf16"	179.9174	160.6494	85.97752	121.1293
"SOD1"	29658.38	20065.99	21162.04	23378.45
"RUNX1"	44.98823	102.8699	10.5838	78.59906
"CLDN23"	565.3898	383.0122	313.8408	372.5894
"RAD54B"	50.21054	50.10868	82.27974	114.0886
"ARPC3"	8669.977	7952.516	6963.471	7408.339
"CXorf2"	18.3373	28.10244	40.23859	104.2903
"RALBP1"	911.617	1094.44	1217.066	1408.628
"TPI1"	15974.29	15455.47	5737	6096.978
"ACYP2"	93.24434	70.64171	66.34881	120.0116
"MFAP2"	347.1136	828.7847	298.4616	1047.032
"HDGFRP3"	172.5991	399.8671	582.5453	1104.051
"ADAMTS14"	8.409354	6.781673	-5.437744	28.44732
"RPE65"	-1.50603	6.616977	-2.336699	22.18828
"FMO4"	91.72961	97.80408	103.0058	82.14612
"EFNA1"	1427.43	1096.249	710.8183	805.9916
"SCO1"	2976.395	3114.842	3082.143	2736.225
"DAD1"	20020.42	15326.5	12081.34	15557.24
"TA-NFKBH"	37.27806	33.77721	44.22134	72.84766
"LRRC35"	39.57078	54.04392	47.12988	54.11697
"LGALS3"	1133.685	1348.311	770.197	620.4478
"BRD7"	662.3113	609.4089	826.9879	1023.648
"TRIM39"	14.43569	24.38521	7.732394	38.73885
"APOC1"	215.9461	397.0444	80.26084	126.7838
"POU1F1"	7.33661	13.06755	7.68435	47.81293
"ARPC2"	10098.09	8285.079	5973.401	8240.229
"CLCA1"	19.4084	9.116903	3.865297	45.66928
"ITGA1"	61.5872	55.90902	132.2626	211.0084
"CYP2F1"	-7.631879	-2.183948	3.00731	32.49556
"OLFM1"	599.436	827.8264	448.037	543.6381
"FIS"	72.93866	62.45103	51.57862	90.35688
"FBL"	2358.383	2709.083	1478.229	1494.247
"KCNJ13"	25.89185	10.80743	21.48782	60.67042
"KIAA1799"	39.61785	34.39406	253.6898	256.967
"DNAJB9"	577.1737	1359.08	2099.462	2499.037
"SV2C"	3.875196	16.38822	1.2577	35.29876
"CARD11"	1480.537	995.1871	1058.051	2013.058
"EFHD1"	298.3629	663.8201	161.5275	729.8007
"GPR75"	11.19789	16.1834	4.067317	24.2551
"VWA2"	2.022454	11.385	-7.703268	17.90035
"B3GALT2"	10.46536	2.77176	47.04192	75.44747
"C6orf35"	55.97416	45.10516	61.9363	79.42527
"DIRC1"	-5.346749	20.92457	-2.222643	34.56284
"C6orf199"	22.73331	22.05953	27.84784	58.22082
"MRPS5"	1348.734	1623.542	1045.17	937.1932
"C2orf32"	2148.575	2463.53	1658.879	3015.898
"LOXHD1"	25.83031	33.8278	26.74441	60.57867
"TDRD1"	1076.905	741.3044	1475.814	1904.706
"OVOL1"	58.31644	42.10588	91.88536	98.83423
"CACNB3"	33.66136	47.7439	34.95808	57.54578
"SIRT7"	1302.281	1110.848	721.9651	749.2372
"SLC12A2"	76.72808	63.53335	267.9629	310.9221
"NKPD1"	26.50677	17.58213	4.878524	46.49024
"NALP12"	78.41638	72.86757	108.884	177.7538
"WDR75"	967.1192	1245.257	1838.608	1840.14
"CPZ"	284.2552	306.7256	96.56484	133.9137
"KRTAP5-6"	18.73561	15.38813	12.31893	34.27
"ARMC4"	73.23309	96.941	75.44823	70.87402
"FLJ42418"	15.55779	6.653827	4.038325	45.83715
"NUP160"	617.8515	746.135	804.9476	1135.155
"GOLGA8B"	5.480063	7.048229	62.95657	101.8548
"MEIS3"	166.3117	162.0898	50.06719	89.83124
"TAL2"	36.01594	50.12704	22.77764	48.9957
"MXRA7"	215.4741	241.401	158.3103	220.4889
"WDR12"	1282.667	1878.238	1269.098	1134.967
"UTF1"	-9.42828	4.668959	1.026808	24.62379
"VPS28"	3869.331	5235.677	1522.374	1474.59
"HMFN0839"	35.10196	35.13628	17.06859	47.25721
"TARBP1"	112.9636	114.7379	210.0562	201.4777
"SLC39A1"	2241.356	1432.493	948.2452	818.1667
"YWHAQ"	21615.54	16676.57	16449.62	20829.72
"KLHL21"	2435.108	1140.346	1209.217	1151.335
"IBRDC3"	180.2729	825.8855	72.71404	260.5222
"EDG8"	22.87603	171.0187	7.776464	78.90859
"VIL1"	19.17391	1.990778	-0.550377	26.99377
"HLA-DMA"	1353.838	1051.652	649.8913	704.4305
"TRIM32"	867.7721	1335.425	593.1822	830.8538
"ZNF224"	64.04036	61.90784	97.52138	150.3248
"FZD7"	295.8113	142.4588	201.9555	359.128
"ZDHHC4"	41.18658	40.05049	14.14293	57.29861
"DNASE2B"	-1.413888	9.737509	-5.207817	21.57939
"ANXA11"	62.2592	36.36282	66.05198	75.13552
"C6orf55"	800.1671	734.2797	2620.252	2736.794
"ANKRD21"	5.612895	3.19584	1.875112	35.93512
"PSPH"	318.255	242.5411	192.2694	380.0268
"GCK"	13.85536	9.36764	-2.059169	41.00151
"TIAM1"	16.366	15.62281	-0.6488534	38.68925
"LSM10"	2607.186	2664.152	1053.308	895.0452
"FHL3"	719.2574	1696.741	313.5222	707.2698
"RAB4A"	395.8282	505.1378	403.0637	401.3826
"PAIP2"	1036.745	1411.813	2009.311	2200.89
"SERPIND1"	43.32338	28.60954	20.78038	38.54107
"KLRC2"	12.14418	8.187055	-9.011293	27.22091
"GBA3"	-1.570396	2.475905	5.125353	18.61372
"SGOL1"	24.9139	17.09145	39.81728	30.51927
"EPB41L3"	1925.501	1995.83	2786.353	2060.731
"SERPINB2"	6578.188	4986.897	2793.482	480.7743
"GSR"	542.8221	423.9673	245.7675	269.9665
"PTPRD"	4.485335	4.644867	4.741205	18.59167
"VCY"	13.78244	4.620389	6.852322	32.34521
"CNIH3"	44.93279	47.24533	14.51076	43.74197
"TMEM54"	1891.169	1993.006	1012.713	1141.466
"PCM1"	325.5553	128.1283	1459.779	1584.524
"IQCC"	355.2849	293.1494	268.3178	255.6963
"VN1R1"	21.30078	21.30448	15.58743	41.63893
"ZNF514"	97.08157	62.99818	80.41413	84.93368
"GNG4"	89.65937	94.70874	23.64571	47.33299
"TMEM110"	147.113	158.8345	74.02493	114.3602
"DNAJC18"	295.9617	270.8795	190.6851	244.7706
"SH3GLB2"	578.1072	690.4014	314.8114	253.7222
"GPR146"	84.56015	73.07071	65.07189	83.08965
"LRRC3B"	29.00716	23.22242	10.0323	56.96261
"OTOA"	12.36781	4.7402	6.406226	29.76488
"TNRC6C"	4.214449	2.783666	-4.981234	24.59454
"TMEM58"	399.3699	381.5715	240.3382	384.2431
"POLR3A"	323.9209	265.5117	183.8759	248.8547
"RNF10"	1389.586	1326.412	542.0182	514.9858
"C1orf32"	69.8183	43.87774	33.04971	72.87027
"PRDM11"	32.04291	37.08792	19.39336	78.99095
"FLJ10560"	210.0776	192.2935	97.54073	137.8113
"FLJ00060"	11.97292	1.063842	-5.083444	36.61659
"IRS2"	2562.491	2337.689	2472.585	3221.621
"SLC35F2"	442.8925	601.801	230.8299	298.394
"C3orf14"	70.28059	104.8576	180.7478	174.5922
"C14orf155"	26.11551	24.86201	16.69514	50.96936
"SLC16A6"	4.112536	9.140613	2.063151	22.47742
"C1orf110"	20.24303	16.42699	17.57091	54.00203
"ACSM2"	21.23921	25.08955	8.623075	26.01682
"RNF165"	20.38389	25.79832	10.36969	45.60495
"FLJ32310"	11.1146	10.13563	2.357565	28.57524
"FLJ44006"	-10.31134	13.08427	-4.695663	15.36684
"DUSP3"	9598.279	5978.035	8070.867	9864.908
"FAM83A"	20.71097	22.62217	5.686935	28.03375
"BLOC1S1"	3367.396	4168.29	1574.735	1103.41
"C1orf124"	64.98897	65.47519	77.9913	112.0364
"ZSWIM2"	14.58014	-0.5941468	-9.486996	25.02358
"CTBS"	1029.446	1193.602	1232.039	1376.421
"SLITRK1"	50.47432	31.31802	34.42897	79.54802
"CRYGB"	31.55689	50.37626	29.35436	58.11814
"PCDHA4"	330.0186	258.3816	349.9623	394.1379
"PSMC5"	8240.882	8621.257	6176.421	6661.256
"NUDT18"	3021.891	3399.767	1521.305	1469.042
"LOC112703"	456.9796	531.1573	247.6174	282.2129
"TMBIM1"	1622.537	877.5006	1021.725	1680.87
"TMED7"	1087.863	970.9368	3204.458	3352.156
"TAGLN2"	2531.222	3303.594	1034.931	1212.443
"RGC32"	48.50428	164.6361	14.84732	54.72964
"ADCY6"	816.3317	714.2742	452.5068	619.7819
"SPANX-N3"	4.047217	6.502802	-6.552792	31.41585
"PTPN18"	72.33179	66.00493	54.58171	88.77616
"RGS20"	125.1329	154.3569	135.3903	115.7577
"ACVR1B"	25.48836	24.2963	10.21448	38.08268
"HBXIP"	29.14872	33.91105	18.01481	44.33565
"MTA3"	1316.224	1533.062	907.6714	1224.138
"RAD51L1"	58.12588	77.75708	48.55421	70.00385
"LOC441168"	33.67588	33.31881	17.07022	48.11087
"PDE8A"	18.00289	8.496789	3.987683	39.16463
"FUNDC1"	945.8323	1680.702	1457.627	1486.403
"AIFL"	27.85262	35.35386	16.40062	41.13459
"SLC4A11"	174.6823	160.81	113.0683	181.4707
"RNASE9"	1.239881	7.097781	-4.910704	24.09922
"WASF1"	21.40541	26.18817	64.96439	104.4892
"MED28"	2418.287	2489.412	1964.236	1931.44
"YTHDC1"	543.1893	640.0396	1554.814	1950.303
"NR2C1"	105.3492	90.7375	203.7596	196.8118
"GDAP1"	19.75809	21.18359	20.8843	32.59929
"ARHGEF7"	22.99814	17.28702	12.57552	49.14367
"CXCR6"	9.032928	11.83839	-0.1461425	18.52234
"SEPT9"	11801.62	9833.154	6930.842	8110.518
"LIF"	567.2917	747.7161	274.4205	369.4279
"SNAPC2"	1212.314	699.4846	327.6669	410.7647
"CIC"	457.625	342.8185	246.1582	308.314
"SART2"	2172.621	2691.251	4897.028	5620.413
"LOC146562"	2.38713	10.96769	5.69994	40.00813
"UBE1DC1"	57.69104	56.00328	240.0824	376.0232
"LEO1"	338.6602	329.1325	577.8121	574.9341
"EHD2"	1537.556	1324.958	1032.924	1091.498
"TMEM106B"	42.56474	27.65629	75.73549	88.06384
"C7orf30"	6896.81	9320.293	6754.487	6339.656
"AMICA1"	4.163625	7.577633	-11.02126	25.03448
"TGM7"	3.292179	19.95927	10.85814	48.11982
"DUSP10"	35.99679	51.16806	24.72932	68.38779
"IDH3G"	31.46264	33.16577	14.47127	30.96193
"ZNF539"	32.05386	29.00656	128.0961	254.7077
"KIAA0409"	1904.527	1618.377	1085.186	1185.675
"ADSSL1"	34.88256	31.00547	28.42037	61.98872
"CYP1B1"	2374.054	1882.635	4715.113	1396.079
"UGT2A3"	-1.139049	2.898602	5.709417	31.84956
"C3orf59"	1140.553	909.1112	845.3109	832.6754
"ZFYVE26"	1900.907	1070.816	1717.556	2072.111
"SLC41A2"	302.2824	421.3852	452.9938	485.4882
"WNT5A"	237.4751	275.873	580.7982	724.4785
"C10orf46"	49.14351	24.43215	91.73985	105.9846
"ZPLD1"	15.29209	25.22946	12.17743	414.702
"MGC34713"	40.22469	30.24169	53.54502	79.66013
"C20orf30"	15078.14	12879.04	15361.27	17533.64
"PPM1J"	165.1261	211.0073	66.99705	74.97013
"CEPT1"	901.0105	930.9882	1198.152	1138.891
"LOC401072"	24.50616	24.91216	7.142749	21.32552
"MTAC2D1"	16.74824	15.24542	26.87549	45.89795
"CDCA7L"	2196.955	1268.157	1220.981	1199.492
"GIT2"	174.3813	131.1308	92.92319	90.16075
"LRPAP1"	4195.422	4701.8	1727.826	1887.927
"TNP2"	24.67343	15.61081	15.63383	33.88829
"DKFZp667M2411"	97.78131	122.9883	98.92756	122.3635
"FAM73B"	513.7849	412.1092	297.3754	289.1158
"VSNL1"	28.2202	24.79404	13.50259	58.59729
"CASK"	461.6924	397.6166	500.6588	781.2762
"MSC"	257.9077	201.2935	181.224	338.6708
"SPIN-2"	15.30599	17.31831	-5.045196	24.45565
"MAPK8IP2"	195.3008	161.1234	99.14738	168.2384
"RBBP4"	61.97086	52.48913	93.87501	91.76047
"CLASP1"	724.555	792.109	1113.112	1392.904
"POLR2J2"	64.83081	49.49448	20.15465	54.70125
"G6PC"	12.68832	7.569359	-3.932127	42.02672
"SPAG11"	-3.869019	-9.301613	-1.005526	15.55695
"HIST1H2BA"	25.70345	12.13055	6.877919	55.82178
"TNFAIP1"	2155.474	1630.422	963.1611	1234.789
"SNRPB"	5513.835	6308.718	2650.499	2786.865
